Дата,Сотрудник,Частота сообщения,Объем сообщения,Настрой сообщения,Регулярность коммитов,Интенсивность коммитов,Статус задачи,Приоритетные изменения,Продолжительность активности,Активность ночью
2023-05-27,Дмитрий,77,20,1,3,2,1,0,5,0
2023-05-28,Дмитрий,69,11,1,2,4,1,0,7,0
2023-05-29,Дмитрий,61,10,1,4,3,1,1,7,1
2023-05-30,Дмитрий,51,29,0,1,1,1,1,6,0
2023-05-31,Дмитрий,64,28,0,1,1,1,0,6,0
2023-06-01,Дмитрий,77,10,0,4,9,1,1,8,0
2023-06-02,Дмитрий,67,18,1,2,2,-1,1,7,0
2023-06-03,Дмитрий,56,10,1,1,1,-1,0,8,0
2023-06-04,Дмитрий,71,29,1,3,1,1,0,7,0
2023-06-05,Дмитрий,62,28,1,3,2,-1,0,10,0
2023-06-06,Дмитрий,54,15,1,3,1,1,2,9,0
2023-06-07,Дмитрий,76,10,1,4,5,1,2,8,0
2023-06-08,Дмитрий,69,13,1,1,7,1,2,8,1
2023-06-09,Дмитрий,56,17,1,2,2,0,1,9,0
2023-06-10,Дмитрий,64,24,1,1,1,0,2,11,0
2023-06-11,Дмитрий,51,14,-1,4,3,1,2,9,0
2023-06-12,Дмитрий,56,16,1,4,5,-1,1,8,0
2023-06-13,Дмитрий,73,25,1,2,1,1,2,7,0
2023-06-14,Дмитрий,55,24,1,2,1,0,2,7,0
2023-06-15,Дмитрий,76,11,1,2,4,1,0,6,0
2023-06-16,Дмитрий,79,12,1,2,3,1,1,9,0
2023-06-17,Дмитрий,70,15,1,3,2,1,0,11,0
2023-06-18,Дмитрий,67,10,0,4,4,0,2,8,0
2023-06-19,Дмитрий,75,24,1,3,2,0,0,11,0
2023-06-20,Дмитрий,59,14,1,1,1,1,2,7,0
2023-06-21,Дмитрий,59,19,0,4,6,1,2,3,0
2023-06-22,Дмитрий,69,25,1,2,1,0,2,6,0
2023-06-23,Дмитрий,55,13,1,3,4,1,0,9,1
2023-06-24,Дмитрий,68,20,1,2,3,0,2,10,0
2023-06-25,Дмитрий,55,19,1,4,2,1,2,9,0
2023-06-26,Дмитрий,54,29,1,4,4,1,1,9,0
2023-06-27,Дмитрий,54,23,1,1,3,0,1,5,0
2023-06-28,Дмитрий,68,14,0,2,1,-1,0,11,0
2023-06-29,Дмитрий,75,28,1,4,3,1,2,8,0
2023-06-30,Дмитрий,66,26,1,2,5,0,0,6,0
2023-07-01,Дмитрий,60,19,1,4,3,1,0,4,0
2023-07-02,Дмитрий,73,11,1,3,2,1,0,5,0
2023-07-03,Дмитрий,54,25,1,4,4,1,1,9,0
2023-07-04,Дмитрий,67,17,1,1,2,-1,2,4,0
2023-07-05,Дмитрий,64,14,1,4,7,1,2,8,0
2023-07-06,Дмитрий,65,14,0,4,3,1,1,10,0
2023-07-07,Дмитрий,55,15,1,4,2,1,0,8,0
2023-07-08,Дмитрий,65,15,-1,3,4,-1,1,9,0
2023-07-09,Дмитрий,56,15,1,3,2,1,1,10,0
2023-07-10,Дмитрий,63,13,1,1,1,1,2,6,0
2023-07-11,Дмитрий,60,29,1,4,4,1,2,4,0
2023-07-12,Дмитрий,51,19,1,3,6,0,1,12,0
2023-07-13,Дмитрий,76,23,1,4,6,1,2,10,0
2023-07-14,Дмитрий,69,10,1,3,2,1,1,9,0
2023-07-15,Дмитрий,52,18,1,2,3,0,0,7,1
2023-07-16,Дмитрий,69,13,1,3,2,-1,0,7,0
2023-07-17,Дмитрий,73,12,1,1,1,1,1,8,0
2023-07-18,Дмитрий,51,10,1,2,1,0,1,5,0
2023-07-19,Дмитрий,72,14,1,4,4,1,0,6,0
2023-07-20,Дмитрий,54,24,0,4,8,1,1,7,0
2023-07-21,Дмитрий,74,16,1,2,3,1,1,4,1
2023-07-22,Дмитрий,63,28,1,2,1,0,1,7,0
2023-07-23,Дмитрий,69,21,-1,1,2,1,2,5,0
2023-07-24,Дмитрий,58,20,-1,3,2,1,1,7,0
2023-07-25,Дмитрий,52,14,1,3,3,1,1,5,0
2023-07-26,Дмитрий,58,17,1,3,3,0,1,8,0
2023-07-27,Дмитрий,70,27,0,4,3,1,1,6,0
2023-07-28,Дмитрий,70,11,0,2,3,1,0,7,0
2023-07-29,Дмитрий,56,29,1,2,1,1,0,7,0
2023-07-30,Дмитрий,51,17,1,4,9,0,0,8,0
2023-07-31,Дмитрий,78,16,0,4,4,1,0,8,0
2023-08-01,Дмитрий,65,29,-1,2,1,1,1,4,0
2023-08-02,Дмитрий,73,25,1,2,1,0,0,9,0
2023-08-03,Дмитрий,51,14,1,3,1,1,0,10,0
2023-08-04,Дмитрий,62,17,-1,4,1,1,0,6,1
2023-08-05,Дмитрий,76,12,1,1,5,1,1,6,1
2023-08-06,Дмитрий,69,28,1,2,5,1,2,8,0
2023-08-07,Дмитрий,57,17,0,1,1,0,0,9,0
2023-08-08,Дмитрий,53,11,0,1,3,1,1,8,0
2023-08-09,Дмитрий,69,29,-1,1,2,1,0,7,1
2023-08-10,Дмитрий,58,21,0,2,1,1,1,7,0
2023-08-11,Дмитрий,70,20,0,1,1,1,1,6,0
2023-08-12,Дмитрий,77,22,1,4,3,1,2,7,0
2023-08-13,Дмитрий,53,29,1,2,1,1,1,6,0
2023-08-14,Дмитрий,74,15,1,2,1,0,2,10,0
2023-08-15,Дмитрий,54,15,-1,4,4,1,1,10,0
2023-08-16,Дмитрий,77,24,1,3,2,1,1,7,0
2023-08-17,Дмитрий,74,22,1,1,1,0,0,9,0
2023-08-18,Дмитрий,64,19,0,4,2,1,0,7,0
2023-08-19,Дмитрий,60,17,1,1,1,-1,1,8,0
2023-08-20,Дмитрий,57,12,1,3,1,1,0,6,0
2023-08-21,Дмитрий,61,27,0,1,1,1,1,9,0
2023-08-22,Дмитрий,70,15,1,4,7,1,1,8,0
2023-08-23,Дмитрий,62,23,-1,3,6,0,0,8,0
2023-08-24,Дмитрий,69,29,0,4,2,1,2,3,0
2023-08-25,Дмитрий,75,18,1,3,7,1,0,6,0
2023-08-26,Дмитрий,73,29,1,2,2,1,0,7,0
2023-08-27,Дмитрий,62,20,1,1,1,-1,1,9,0
2023-08-28,Дмитрий,75,11,0,1,1,1,0,7,0
2023-08-29,Дмитрий,58,21,-1,1,1,1,0,9,0
2023-08-30,Дмитрий,75,28,1,3,1,1,2,8,0
2023-08-31,Дмитрий,76,17,1,2,3,0,0,8,0
2023-09-01,Дмитрий,73,17,1,1,4,1,1,6,0
2023-09-02,Дмитрий,54,11,1,4,2,1,0,7,0
2023-09-03,Дмитрий,75,29,0,4,1,0,0,6,0
2023-09-04,Дмитрий,61,10,1,3,1,-1,1,9,0
2023-09-05,Дмитрий,60,10,1,1,1,1,1,5,0
2023-09-06,Дмитрий,63,27,-1,3,1,1,0,5,1
2023-09-07,Дмитрий,58,22,1,1,1,1,2,6,0
2023-09-08,Дмитрий,74,21,1,4,1,1,0,7,0
2023-09-09,Дмитрий,58,19,1,2,3,0,0,7,0
2023-09-10,Дмитрий,75,12,0,1,2,1,2,12,0
2023-09-11,Дмитрий,68,11,1,2,3,1,2,8,0
2023-09-12,Дмитрий,62,20,1,3,4,1,1,6,0
2023-09-13,Дмитрий,67,14,1,4,3,1,2,7,0
2023-09-14,Дмитрий,50,18,1,4,3,0,2,8,0
2023-09-15,Дмитрий,69,13,0,2,2,1,1,1,0
2023-09-16,Дмитрий,77,24,1,1,1,1,1,8,0
2023-09-17,Дмитрий,51,24,0,2,1,1,0,5,0
2023-09-18,Дмитрий,58,12,1,1,2,1,2,9,0
2023-09-19,Дмитрий,66,15,1,4,6,0,2,9,0
2023-09-20,Дмитрий,66,18,0,1,3,1,1,7,1
2023-09-21,Дмитрий,77,21,1,2,1,0,1,11,0
2023-09-22,Дмитрий,69,18,-1,4,3,1,1,6,0
2023-09-23,Дмитрий,62,20,0,4,3,0,1,9,0
2023-09-24,Дмитрий,59,11,1,2,3,1,1,11,0
2023-09-25,Дмитрий,68,22,1,3,5,1,1,8,0
2023-09-26,Дмитрий,70,13,-1,2,1,0,0,5,0
2023-09-27,Дмитрий,57,26,1,4,3,1,1,7,1
2023-09-28,Дмитрий,65,22,1,4,5,1,2,11,0
2023-09-29,Дмитрий,62,28,1,3,2,1,0,12,0
2023-09-30,Дмитрий,61,26,1,2,3,1,2,9,1
2023-10-01,Дмитрий,52,29,0,1,1,1,0,4,0
2023-10-02,Дмитрий,74,20,1,2,1,1,2,10,0
2023-10-03,Дмитрий,65,25,1,2,1,1,2,8,0
2023-10-04,Дмитрий,73,27,1,4,6,1,2,7,1
2023-10-05,Дмитрий,53,17,0,2,1,1,2,6,0
2023-10-06,Дмитрий,54,11,1,4,1,0,1,6,0
2023-10-07,Дмитрий,57,26,1,3,4,1,2,8,0
2023-10-08,Дмитрий,65,14,1,3,4,1,0,10,0
2023-10-09,Дмитрий,59,13,1,3,1,0,2,6,0
2023-10-10,Дмитрий,59,15,1,1,2,1,1,10,0
2023-10-11,Дмитрий,68,29,1,4,8,1,0,8,0
2023-10-12,Дмитрий,50,17,-1,4,1,1,2,7,0
2023-10-13,Дмитрий,67,29,1,3,1,1,1,11,0
2023-10-14,Дмитрий,60,14,1,2,3,1,0,7,1
2023-10-15,Дмитрий,50,11,1,1,3,1,2,6,0
2023-10-16,Дмитрий,57,10,0,4,2,1,0,8,0
2023-10-17,Дмитрий,77,22,0,4,2,1,2,7,0
2023-10-18,Дмитрий,68,14,1,1,1,1,2,10,0
2023-10-19,Дмитрий,64,23,-1,2,2,1,2,11,0
2023-10-20,Дмитрий,57,24,1,1,2,1,1,5,0
2023-10-21,Дмитрий,50,18,1,2,3,1,1,6,0
2023-10-22,Дмитрий,65,17,1,1,1,1,1,8,0
2023-10-23,Дмитрий,55,29,-1,1,2,-1,2,5,0
2023-10-24,Дмитрий,62,18,0,1,1,1,2,6,0
2023-10-25,Дмитрий,54,21,0,3,3,0,2,9,0
2023-10-26,Дмитрий,60,11,1,3,1,1,1,8,0
2023-10-27,Дмитрий,69,28,-1,2,5,1,2,8,0
2023-10-28,Дмитрий,58,25,0,1,1,0,0,7,0
2023-10-29,Дмитрий,72,27,1,3,1,0,0,9,0
2023-10-30,Дмитрий,56,13,0,2,1,1,2,7,0
2023-10-31,Дмитрий,57,14,-1,2,1,1,1,9,0
2023-11-01,Дмитрий,53,11,1,2,1,1,0,7,0
2023-11-02,Дмитрий,62,14,0,4,5,1,0,8,1
2023-11-03,Дмитрий,77,12,1,1,1,1,1,9,0
2023-11-04,Дмитрий,51,10,-1,1,2,0,2,8,0
2023-11-05,Дмитрий,61,14,1,1,1,1,2,7,0
2023-11-06,Дмитрий,78,19,0,1,1,1,2,11,0
2023-11-07,Дмитрий,59,11,1,1,3,1,0,8,0
2023-11-08,Дмитрий,67,18,0,3,2,0,0,10,0
2023-11-09,Дмитрий,50,18,1,2,1,1,1,7,0
2023-11-10,Дмитрий,72,18,1,2,1,1,2,7,0
2023-11-11,Дмитрий,66,11,-1,2,3,1,1,8,0
2023-11-12,Дмитрий,65,28,1,1,1,1,0,9,0
2023-11-13,Дмитрий,64,15,1,3,4,1,0,14,0
2023-11-14,Дмитрий,66,13,1,1,1,1,1,10,0
2023-11-15,Дмитрий,59,19,1,2,1,0,1,7,0
2023-11-16,Дмитрий,78,11,0,2,1,1,0,4,0
2023-11-17,Дмитрий,52,11,1,3,3,1,1,8,0
2023-11-18,Дмитрий,69,13,1,1,1,0,0,8,1
2023-11-19,Дмитрий,72,22,0,2,1,1,1,6,0
2023-11-20,Дмитрий,78,14,1,3,4,1,0,10,0
2023-11-21,Дмитрий,71,23,1,3,4,1,1,6,0
2023-11-22,Дмитрий,64,23,1,3,6,1,2,6,0
2023-11-23,Дмитрий,68,11,1,3,3,1,2,6,0
2023-11-24,Дмитрий,54,11,1,2,2,-1,0,5,0
2023-11-25,Дмитрий,51,27,1,4,1,1,1,10,0
2023-11-26,Дмитрий,75,20,1,4,1,1,1,8,0
2023-11-27,Дмитрий,68,20,1,4,2,1,1,7,0
2023-11-28,Дмитрий,53,27,0,1,2,-1,2,9,0
2023-11-29,Дмитрий,59,27,1,4,5,1,1,10,0
2023-11-30,Дмитрий,56,21,0,4,7,1,2,7,0
2023-12-01,Дмитрий,68,18,-1,4,4,-1,0,8,0
2023-12-02,Дмитрий,67,10,0,1,1,1,2,9,0
2023-12-03,Дмитрий,57,19,-1,3,4,1,0,4,0
2023-12-04,Дмитрий,57,17,-1,3,1,0,0,6,0
2023-12-05,Дмитрий,58,17,0,2,3,0,2,7,0
2023-12-06,Дмитрий,75,13,1,2,2,1,2,8,1
2023-12-07,Дмитрий,79,25,1,2,3,1,1,9,0
2023-12-08,Дмитрий,76,16,1,2,2,1,1,9,0
2023-12-09,Дмитрий,68,26,1,4,4,0,2,8,0
2023-12-10,Дмитрий,70,15,0,1,2,1,2,10,0
2023-12-11,Дмитрий,61,13,1,4,2,1,0,8,0
2023-12-12,Дмитрий,68,12,1,4,3,0,0,4,0
2023-12-13,Дмитрий,52,25,1,3,6,1,0,8,0
2023-12-14,Дмитрий,69,26,1,2,6,0,1,9,1
2023-12-15,Дмитрий,59,25,1,1,3,1,0,6,0
2023-12-16,Дмитрий,53,29,1,4,7,1,0,8,0
2023-12-17,Дмитрий,51,15,1,2,5,0,0,5,0
2023-12-18,Дмитрий,68,16,1,4,1,1,0,8,0
2023-12-19,Дмитрий,71,13,1,2,3,1,1,6,0
2023-12-20,Дмитрий,76,14,0,4,6,1,0,8,0
2023-12-21,Дмитрий,51,19,1,2,1,1,1,9,0
2023-12-22,Дмитрий,52,10,-1,2,1,1,0,6,0
2023-12-23,Дмитрий,66,22,0,3,2,1,2,7,0
2023-12-24,Дмитрий,62,26,0,2,1,-1,1,10,0
2023-12-25,Дмитрий,66,14,1,3,2,-1,0,10,0
2023-12-26,Дмитрий,78,12,-1,1,2,1,1,5,0
2023-12-27,Дмитрий,77,18,1,4,8,1,0,3,1
2023-12-28,Дмитрий,64,14,1,2,1,1,0,9,0
2023-12-29,Дмитрий,57,13,1,2,7,0,1,8,0
2023-12-30,Дмитрий,56,13,-1,4,4,1,0,6,0
2023-12-31,Дмитрий,62,16,1,2,1,1,1,7,0
